40,67,5990.5
24,44,2941
11,41,0
30,59,3326.2
41,11,2986.45
14,26,0
34,29,3185
43,50,4555
28,76,4499
32,70,4718.5
26,52,3341
35,61,4391.5
33,54,3518.5
11,77,3221
15,76,4225
10,43,0
22,21,1542.85
40,32,3189.4
44,26,3100.6
13,55,0
18,80,4603
26,75,4361
35,54,3627.5
37,75,6028.56
8,41,0
47,73,5980.6
30,30,2271.3
18,60,3142
43,42,4119
27,86,4913
47,81,6364.28
43,42,4119
12,53,0
12,7,0
26,30,2099.9
47,84,6508.16
29,56,3117.8
44,47,4446
29,81,4775
14,35,0
35,56,4119
20,37,0
37,82,6364.28
26,33,2228.45
40,10,2872.27
20,83,4873
16,14,0
10,44,0
19,47,2131
35,20,2471.38
40,65,5901.5
36,35,3537
20,45,2067.9
11,58,1800
22,23,1628.55
24,69,3534.6
29,37,2528.4
37,8,1899.98
18,64,3394
20,12,0
44,64,6035
21,47,2941
9,34,0
43,18,3500.26
35,42,2973.5
22,56,2753.1
41,59,5679
36,60,4391.5
19,67,3646
35,7,1728.56
18,23,0
23,23,1671.4
34,82,6220.4
27,49,3261
23,15,0
44,53,4773
43,69,6213
37,82,6364.28
35,35,3493
42,76,5884.68
27,66,3534.6
46,67,6257.5
25,40,2485.55
30,64,3586.7
14,45,0
28,67,3638.8
24,57,2909.4
26,82,4683
9,65,2100
47,84,6508.16
36,57,4228
13,41,0
47,54,4991
21,56,2701
26,15,0
15,28,0
14,60,2100
40,62,5768
10,72,2909
35,11,1957.12
29,61,3378.3
36,31,3361
8,56,1500
12,51,0
31,64,4337
34,67,4664
17,10,0
23,68,3430.4
23,47,3021
21,12,0
13,40,0
9,53,0
33,71,5644.88
27,54,3461
31,73,5644.88
25,70,3638.8
26,67,3534.6
11,36,0
31,74,5692.84
24,51,3221
15,70,3583
20,86,5035
40,24,2834.2
40,42,3955.5
26,20,0
35,66,4664
40,31,3145
46,54,4936.5
19,12,0
19,11,0
37,77,6124.48
46,36,3633.4
38,33,3537
15,70,3583
21,77,4223
17,78,4441
10,49,0
22,73,4085
29,51,3421
34,46,3137
17,53,2383.4
44,42,4173.5
8,35,0
11,42,0
46,66,6213
47,41,4282.5
32,56,3955.5
20,83,4873
22,33,2057.05
37,67,4827.5
45,15,3443.17
13,72,3065
11,10,0
31,22,2745
25,10,0
26,76,4407
24,61,3117.8
10,84,3533
18,47,2067.9
19,80,4657
47,33,3544.6
20,46,2131
34,13,2014.26
34,10,1842.84
18,23,0
11,47,0
42,74,5788.76
45,37,3633.4
20,7,0
30,15,0
34,62,4391.5
30,84,4959
20,52,2509.6
26,81,4637
15,83,4603
42,27,3056.2
24,71,4085
25,49,3181
36,25,3097
30,81,4821
41,8,2815.18
10,38,0
38,30,3405
16,83,4657
36,58,4282.5
41,37,3455.8
14,9,0
40,19,3386.08
35,62,4446
14,55,0
34,41,2864.5
10,85,3585
40,56,5501
9,53,0
32,72,5644.88
42,66,6035
27,65,3482.5
46,22,3011.8
22,58,2857.3
11,20,0
38,64,4718.5
23,37,2271.3
45,76,6028.56
45,51,4718.5
38,80,6316.32
43,33,3367
15,54,2320.3
25,71,4131
9,69,2340
23,71,4039
28,56,3065.7
10,71,2857
14,12,0
36,14,2185.68
26,85,4821
45,51,4718.5
45,53,4827.5
21,47,2941
39,18,2585.66
14,21,0
8,48,0
33,74,5788.76
45,85,6460.2
37,65,4718.5
20,9,0
43,41,4064.5
26,45,3061
25,12,0
38,7,1899.98
12,83,3585
23,58,2909.4
42,58,5679
34,17,2242.82
30,67,3743
16,86,4819
47,7,3100.63
36,33,3449
10,37,0
36,60,4391.5
23,76,4269
26,18,0
43,30,3233.8
30,31,2314.15
15,77,4279
47,67,6302
33,61,4282.5
22,81,4453
13,10,0
13,24,0
44,32,3367
14,62,2220
20,27,0
25,60,3117.8
32,28,3053
34,44,3028
43,84,6316.32
28,80,4683
37,29,3317
12,39,0
30,35,2485.55
45,25,3100.6
44,73,5836.72
43,58,5723.5
35,63,4500.5
18,49,2194.1
14,32,0
34,17,2242.82
45,73,5884.68
16,12,0
22,84,4591
44,76,5980.6
36,32,3405
38,68,4936.5
41,24,2878.6
36,42,3028
44,40,3722.2
18,19,0
13,81,3533
31,72,5596.92
13,15,0
19,13,0
10,51,0
11,16,0
38,10,2071.4
28,10,0
35,63,4500.5
24,17,0
44,85,6412.24
25,50,3221
34,27,3097
43,34,3411.4
28,25,1971.35
44,68,6213
44,50,4609.5
14,65,2400
18,49,2194.1
42,41,4010
39,40,3889
37,81,6316.32
19,13,0
43,79,6076.52
22,16,0
12,52,0
31,23,2789
8,31,0
13,52,0
32,17,2128.54
44,26,3100.6
46,40,3811
18,80,4603
31,50,3191.5
17,44,1815.5
32,19,2242.82
20,70,3898
36,52,3573
24,7,0
44,55,4882
27,69,3690.9
35,40,3713
27,35,2357
37,53,3682
38,33,3537
30,15,0
34,72,5740.8
17,65,3394
13,14,0
10,51,0
18,59,3079
41,34,3322.6
40,47,4228
31,12,1785.7
41,37,3455.8
39,17,2528.52
40,68,6035
42,70,6213
29,80,4729
26,26,1928.5
29,80,4729
12,71,2961
40,60,5679
38,51,3627.5
8,10,0
17,57,2890
43,50,4555
31,33,3229
10,55,0
19,82,4765
25,45,3021
47,86,6604.08
21,62,3013.6
36,84,6412.24
22,29,1885.65
14,16,0
15,78,4333
37,24,3097
40,19,3386.08
16,70,3646
33,35,3405
20,46,2131
30,84,4959
38,20,2642.8
38,81,6364.28
9,72,2857
27,63,3378.3
42,34,3367
32,78,5932.64
39,25,3229
13,29,0
22,61,3013.6
25,48,3141
32,73,5692.84
46,38,3722.2
40,46,4173.5
40,66,5946
43,43,4173.5
16,63,3205
26,56,2961.5
10,25,0
10,28,0
10,71,2857
38,13,2242.82
21,35,2099.9
16,31,0
27,57,3065.7
34,33,3361
10,59,1800
36,20,2528.52
30,76,4591
41,70,6168.5
34,27,3097
35,32,3361
47,53,4936.5
46,81,6316.32
23,38,2314.15
36,70,4936.5
27,74,4361
35,12,2014.26
18,43,1815.5
35,23,2965
37,53,3682
22,78,4315
23,14,0
8,32,0
36,21,2921
33,28,3097
20,22,0
40,16,3214.81
9,20,0
26,53,3381
41,81,6076.52
15,61,3016
8,38,0
34,71,5692.84
18,74,4279
18,66,3520
19,82,4765
39,7,1957.12
16,60,3016
24,12,0
13,74,3169
19,65,3520
32,13,1899.98
26,39,2485.55
29,70,3847.2
35,52,3518.5
44,67,6168.5
47,36,3677.8
32,73,5692.84
24,42,2861
46,15,3500.26
9,21,0
8,45,0
32,70,4718.5
19,62,3331
44,53,4773
31,12,1785.7
8,19,0
40,29,3056.2
39,43,3246
47,68,6346.5
30,60,3378.3
27,29,2099.9
18,86,4927
12,50,0
12,18,0
33,76,5884.68
35,30,3273
31,51,3246
14,13,0
12,43,0
24,16,0
35,84,6364.28
8,7,0
28,45,3141
47,86,6604.08
11,83,3533
41,12,3043.54
36,66,4718.5
22,48,3021
12,69,2520
39,77,6220.4
40,46,4173.5
12,33,0
34,50,3355
47,62,6079.5
19,44,1941.7
32,71,5596.92
14,22,0
33,55,3573
9,80,3273
32,25,2921
37,15,2299.96
44,67,6168.5
35,47,3246
43,82,6220.4
9,20,0
21,26,1714.25
23,72,4085
39,32,3537
42,36,3455.8
20,42,1878.6
46,19,3728.62
32,40,3581
31,75,5740.8
13,70,2640
42,77,5932.64
14,31,0
17,26,0
11,62,2040
22,49,3061
33,62,4337
36,13,2128.54
40,18,3328.99
21,85,4591
14,74,3221
21,51,3101
29,68,3743
30,49,3381
40,60,5679
33,28,3097
40,36,3367
20,29,0
27,69,3690.9
12,43,0
12,15,0
45,38,3677.8
11,83,3533
11,86,3689
21,25,1671.4
25,20,0
46,31,3411.4
42,31,3233.8
8,13,0
35,23,2965
28,56,3065.7
18,17,0
28,72,4315
44,75,5932.64
21,35,2099.9
22,34,2099.9
34,86,6412.24
37,17,2414.24
25,65,3378.3
15,52,2194.1
32,47,3082.5
29,77,4591
36,11,2014.26
16,31,0
31,38,3449
22,58,2857.3
17,53,2383.4
10,31,0
43,28,3145
37,30,3361
47,54,4991
24,45,2981
44,26,3100.6
13,52,0
40,61,5723.5
47,58,5901.5
15,32,0
44,32,3367
26,31,2142.75
17,51,2257.2
28,43,3061
16,61,3079
27,10,0
28,74,4407
30,29,2228.45
8,43,0
33,72,5692.84
15,11,0
21,22,1542.85
30,64,3586.7
18,27,0
16,12,0
28,47,3221
28,82,4775
29,83,4867
38,40,3845
9,12,0
29,38,2571.25
43,77,5980.6
27,20,0
31,58,4010
8,84,3429
14,56,1860
10,47,0
10,60,1860
8,60,1740
40,37,3411.4
24,59,3013.6
17,7,0
15,73,4063
10,19,0
38,58,4391.5
16,41,1563.1
33,69,4718.5
37,35,3581
17,79,4495
39,9,2071.4
23,28,1885.65
41,69,6124
39,19,2642.8
13,42,0
8,27,0
45,47,4500.5
39,8,2014.26
19,23,0
45,65,6124
24,60,3065.7
17,60,3079
39,21,3053
28,86,4959
18,78,4495
35,16,2242.82
42,86,6364.28
18,81,4657
40,86,6268.36
39,39,3845
28,57,3117.8
26,37,2399.85
33,62,4337
9,78,3169
44,27,3145
12,13,0
14,11,0
27,35,2357
33,26,3009
13,83,3637
16,14,0
29,72,4361
24,19,0
40,41,3901
25,68,3534.6
37,77,6124.48
40,54,4609.5
46,21,2967.4
36,53,3627.5
12,57,1800
37,64,4664
46,9,3157.72
30,10,0
21,77,4223
22,65,3222
29,15,0
33,43,2919
47,23,3100.6
12,9,0
47,73,5980.6
27,60,3222
8,31,0
34,21,2833
38,72,5932.64
30,65,3638.8
20,54,2635.8
18,31,0
46,18,3671.53
24,37,2314.15
47,84,6508.16
17,37,0
46,63,6079.5
22,46,2941
11,21,0
30,24,2014.2
34,20,2414.24
11,85,3637
12,11,0
25,7,0
42,24,2923
32,86,6316.32
20,82,4819
21,52,3141
41,39,3544.6
32,69,4664
19,68,3709
18,19,0
22,29,1885.65
17,47,2004.8
40,29,3056.2
33,58,4119
22,20,0
40,66,5946
28,76,4499
34,86,6412.24
43,41,4064.5
10,43,0
8,50,0
15,14,0
12,53,0
22,16,0
34,79,6076.52
9,25,0
29,51,3421
28,63,3430.4
25,25,1842.8
37,48,3409.5
26,36,2357
19,59,3142
35,9,1842.84
45,60,5901.5
41,48,4337
27,78,4545
19,70,3835
17,14,0
42,63,5901.5
37,76,6076.52
37,37,3669
29,58,3222
33,30,3185
41,15,3214.81
20,32,0
12,55,0
21,20,0
39,50,3627.5
19,65,3520
39,31,3493
38,73,5980.6
21,39,2271.3
45,49,4609.5
39,84,6556.12
43,12,3157.72
22,84,4591
17,50,2194.1
17,65,3394
16,79,4441
43,18,3500.26
31,29,3053
46,61,5990.5
38,40,3845
14,83,3689
34,36,3493
16,38,0
21,42,2741
8,26,0
13,77,3325
41,45,4173.5
14,73,3169
23,57,2857.3
22,9,0
13,66,2400
22,64,3169.9
20,71,4225
27,73,4315
36,26,3141
20,41,1815.5
40,38,3455.8
18,76,4387
39,75,6124.48
43,78,6028.56
19,58,3079
13,11,0
36,32,3405
40,46,4173.5
31,28,3009
19,35,0
21,41,2701
11,64,2160
13,70,2640
12,24,0
45,8,3043.54
9,79,3221
15,82,4549
17,76,4333
39,66,4882
47,84,6508.16
45,72,5836.72
32,34,3317
14,77,3377
30,28,2185.6
32,43,2864.5
13,17,0
45,65,6124
24,52,3261
32,17,2128.54
19,74,4333
33,69,4718.5
39,57,4391.5
39,7,1957.12
19,17,0
8,19,0
30,22,1928.5
24,48,3101
11,54,0
41,13,3100.63
37,29,3317
29,73,4407
47,51,4827.5
42,44,4173.5
12,33,0
12,79,3377
45,85,6460.2
46,70,6391
42,56,5590
25,16,0
28,50,3341
35,27,3141
28,74,4407
24,45,2981
47,44,4446
40,36,3367
42,57,5634.5
46,58,5857
21,42,2741
28,77,4545
25,61,3169.9
25,25,1842.8
44,33,3411.4
31,45,2919
38,55,3845.5
10,15,0
24,62,3169.9
33,9,1728.56
38,15,2357.1
18,30,0
12,41,0
23,52,3221
18,63,3331
29,52,3461
34,77,5980.6
43,39,3633.4
40,69,6079.5
9,32,0
40,64,5857
13,52,0
42,7,2815.18
27,46,3141
19,56,2953
31,61,4173.5
38,17,2471.38
22,30,1928.5
25,79,4499
46,84,6460.2
42,27,3056.2
9,67,2220
37,13,2185.68
20,50,2383.4
29,27,2099.9
13,25,0
18,64,3394
38,64,4718.5
31,52,3300.5
40,66,5946
26,41,2901
39,18,2585.66
30,86,5051
34,45,3082.5
11,18,0
27,77,4499
35,57,4173.5
25,82,4637
39,81,6412.24
13,10,0
43,52,4664
36,77,6076.52
27,15,0
45,72,5836.72
17,20,0
24,7,0
17,75,4279
9,27,0
13,23,0
34,26,3053
36,27,3185
29,18,0
22,69,3430.4
21,84,4545
26,38,2442.7
14,37,0
43,43,4173.5
37,12,2128.54
36,83,6364.28
26,55,3461
15,22,0
24,58,2961.5
10,83,3481
38,60,4500.5
28,73,4361
40,16,3214.81
44,67,6168.5
24,43,2901
35,36,3537
36,33,3449
40,52,4500.5
46,31,3411.4
33,7,1614.28
43,39,3633.4
23,75,4223
17,40,0
8,16,0
31,48,3082.5
13,82,3585
43,32,3322.6
47,8,3157.72
24,74,4223
38,8,1957.12
9,80,3273
29,86,5005
25,35,2271.3
44,74,5884.68
26,25,1885.65
22,56,2753.1
45,10,3157.72
34,70,4827.5
26,55,3461
26,77,4453
29,77,4591
38,58,4391.5
14,65,2400
10,53,0
22,11,0
28,66,3586.7
26,17,0
47,30,3411.4
44,51,4664
31,42,2755.5
17,58,2953
24,84,4683
19,40,0
36,10,1957.12
45,47,4500.5
38,28,3317
42,82,6172.44
14,70,2700
27,65,3482.5
33,19,2299.96
42,40,3633.4
40,9,2815.18
16,30,0
33,11,1842.84
15,65,3268
36,49,3409.5
38,59,4446
19,44,1941.7
23,26,1799.95
37,54,3736.5
35,29,3229
15,50,2067.9
22,47,2981
31,12,1785.7
37,70,4991
25,84,4729
14,52,0
22,27,1799.95
22,7,0
17,34,0
44,52,4718.5
35,31,3317
43,35,3455.8
32,17,2128.54
26,23,1799.95
11,24,0
16,71,4009
21,35,2099.9
8,36,0
43,48,4446
30,68,3795.1
37,57,4282.5
24,53,3301
31,49,3137
18,54,2509.6
32,13,1899.98
14,80,3533
43,73,5788.76
9,17,0
45,64,6079.5
25,13,0
43,67,6124
36,33,3449
16,49,2067.9
24,18,0
13,21,0
28,42,3021
14,63,2280
14,50,0
43,8,2929.36
34,77,5980.6
28,52,3421
44,28,3189.4
13,75,3221
45,61,5946
39,43,3246
43,52,4664
26,84,4775
35,78,6076.52
8,10,0
11,72,2961
9,85,3533
22,60,2961.5
17,66,3457
39,79,6316.32
35,27,3141
28,45,3141
16,19,0
44,71,5740.8
17,58,2953
23,70,3534.6
33,86,6364.28
9,11,0
16,38,0
13,56,1800
31,23,2789
13,70,2640
41,57,5590
31,11,1728.56
20,31,0
33,74,5788.76
44,13,3271.9
30,82,4867
23,72,4085
34,33,3361
36,66,4718.5
43,71,5692.84
45,79,6172.44
31,34,3273
21,83,4499
43,48,4446
10,29,0
46,25,3145
12,60,1980
12,85,3689
37,37,3669
15,28,0
10,74,3013
18,20,0
17,48,2067.9
46,31,3411.4
11,13,0
41,60,5723.5
19,57,3016
47,18,3728.62
10,68,2340
28,22,1842.8
44,79,6124.48
32,69,4664
29,80,4729
15,23,0
12,42,0
8,33,0
23,80,4453
37,21,2965
44,46,4391.5
33,7,1614.28
17,84,4765
13,34,0
11,22,0
31,72,5596.92
24,32,2099.9
19,45,2004.8
25,40,2485.55
46,28,3278.2
42,75,5836.72
12,14,0
35,20,2471.38
34,28,3141
45,50,4664
18,21,0
16,73,4117
41,27,3011.8
29,25,2014.2
18,50,2257.2
32,12,1842.84
22,68,3378.3
42,37,3500.2
38,85,6556.12
12,11,0
25,62,3222
19,10,0
22,53,3221
39,50,3627.5
33,61,4282.5
29,55,3581
14,65,2400
17,49,2131
38,42,3137
36,74,5932.64
33,81,6124.48
14,10,0
12,52,0
20,74,4387
27,21,1757.1
34,64,4500.5
23,65,3274.1
15,84,4657
21,74,4085
12,18,0
16,19,0
36,37,3625
44,35,3500.2
43,47,4391.5
8,41,0
36,22,2965
47,81,6364.28
10,48,0
25,39,2442.7
23,38,2314.15
32,29,3097
15,86,4765
47,23,3100.6
14,54,0
18,56,2890
28,43,3061
28,41,2981
12,42,0
12,21,0
18,28,0
10,13,0
13,75,3221
11,72,2961
25,66,3430.4
40,32,3189.4
32,82,6124.48
45,59,5857
13,57,1860
11,63,2100
37,42,3082.5
26,63,3326.2
23,37,2271.3
22,14,0
26,79,4545
39,37,3757
14,30,0
21,48,2981
22,25,1714.25
37,31,3405
15,79,4387
47,19,3785.71
45,57,5768
14,14,0
16,70,3646
34,57,4119
19,23,0
10,62,1980
17,58,2953
44,68,6213
38,74,6028.56
22,21,1542.85
21,54,3221
45,80,6220.4
25,54,3381
24,71,4085
8,11,0
30,7,0
23,83,4591
15,36,0
41,83,6172.44
43,63,5946
40,14,3100.63
15,28,0
25,80,4545
27,52,3381
26,73,4269
13,38,0
15,26,0
47,18,3728.62
47,24,3145
19,53,2509.6
32,36,3405
42,34,3367
41,71,5596.92
10,8,0
40,67,5990.5
41,16,3271.9
37,77,6124.48
22,50,3101
43,79,6076.52
27,47,3181
44,27,3145
36,78,6124.48
44,76,5980.6
44,16,3443.17
17,70,3709
42,70,6213
12,10,0
27,38,2485.55
35,55,3682
33,21,2789
23,73,4131
47,51,4827.5
26,83,4729
23,80,4453
28,78,4591
43,71,5692.84
20,55,2698.9
37,8,1899.98
41,52,4555
30,67,3743
40,25,2878.6
10,64,2100
19,23,0
35,42,2973.5
14,54,0
18,35,0
24,40,2442.7
12,75,3169
25,75,4315
33,26,3009
13,71,3013
23,24,1714.25
32,73,5692.84
32,32,3229
27,74,4361
10,82,3429
35,36,3537
40,67,5990.5
37,76,6076.52
12,74,3117
28,69,3743
27,32,2228.45
43,56,5634.5
29,73,4407
26,55,3461
45,78,6124.48
10,31,0
45,77,6076.52
36,68,4827.5
38,53,3736.5
37,69,4936.5
34,14,2071.4
27,74,4361
31,42,2755.5
40,62,5768
41,20,3500.26
16,27,0
36,41,2973.5
27,86,4913
46,70,6391
37,9,1957.12
32,55,3518.5
24,44,2941
45,28,3233.8
41,59,5679
21,79,4315
27,69,3690.9
11,44,0
15,45,1752.4
36,15,2242.82
46,15,3500.26
43,83,6268.36
35,22,2921
42,36,3455.8
28,83,4821
28,86,4959
34,55,3627.5
10,66,2220
13,51,0
26,29,2057.05
34,84,6316.32
44,51,4664
9,54,0
13,50,0
46,71,5836.72
45,48,4555
41,28,3056.2
28,66,3586.7
12,35,0
22,62,3065.7
47,28,3322.6
47,79,6268.36
42,13,3157.72
20,51,2446.5
37,63,4609.5
42,62,5857
28,76,4499
29,34,2399.85
37,50,3518.5
44,64,6035
14,71,3065
44,80,6172.44
40,53,4555
9,56,1560
23,68,3430.4
47,71,5884.68
41,12,3043.54
16,61,3079
36,62,4500.5
31,75,5740.8
15,53,2257.2
38,39,3801
41,49,4391.5
32,60,4173.5
15,7,0
42,81,6124.48
27,63,3378.3
43,50,4555
28,9,0
30,36,2528.4
10,66,2220
27,62,3326.2
41,48,4337
45,18,3614.44
27,24,1885.65
29,30,2228.45
17,60,3079
22,25,1714.25
26,83,4729
46,65,6168.5
10,8,0
18,58,3016
46,43,4337
15,82,4549
43,15,3328.99
8,20,0
22,28,1842.8
41,35,3367
19,13,0
25,16,0
23,25,1757.1
22,37,2228.45
24,35,2228.45
38,61,4555
27,35,2357
13,29,0
17,15,0
27,35,2357
22,25,1714.25
26,10,0
13,17,0
9,32,0
30,70,3899.3
41,84,6220.4
43,38,3589
29,37,2528.4
17,66,3457
8,74,2909
46,78,6172.44
33,84,6268.36
19,30,0
34,16,2185.68
43,58,5723.5
20,56,3016
31,47,3028
40,52,4500.5
8,23,0
31,40,3537
46,85,6508.16
18,56,2890
43,33,3367
33,59,4173.5
36,35,3537
32,7,1557.14
24,8,0
37,65,4718.5
14,82,3637
10,60,1860
46,9,3157.72
29,14,0
8,47,0
27,77,4499
43,57,5679
45,78,6124.48
24,24,1757.1
27,65,3482.5
40,71,5548.96
32,35,3361
31,73,5644.88
24,32,2099.9
12,59,1920
9,15,0
26,38,2442.7
21,72,3993
46,37,3677.8
10,63,2040
15,52,2194.1
11,49,0
30,13,0
18,13,0
16,20,0
16,84,4711
19,73,4279
30,43,3141
14,13,0
15,58,2827
33,12,1899.98
16,61,3079
21,7,0
25,57,2961.5
34,7,1671.42
25,40,2485.55
35,77,6028.56
41,50,4446
43,8,2929.36
30,70,3899.3
28,67,3638.8
38,75,6076.52
20,83,4873
40,75,5740.8
30,77,4637
22,29,1885.65
33,52,3409.5
22,58,2857.3
26,43,2981
14,17,0
13,27,0
38,77,6172.44
14,19,0
47,84,6508.16
11,20,0
23,80,4453
21,27,1757.1
26,19,0
37,77,6124.48
27,24,1885.65
31,51,3246
11,75,3117
28,10,0
32,54,3464
13,24,0
47,73,5980.6
45,74,5932.64
18,16,0
32,55,3518.5
19,33,0
16,46,1878.6
15,22,0
17,43,1752.4
25,31,2099.9
34,55,3627.5
40,9,2815.18
43,48,4446
35,46,3191.5
13,12,0
46,10,3214.81
26,25,1885.65
23,72,4085
22,73,4085
21,82,4453
37,14,2242.82
20,12,0
47,67,6302
16,76,4279
26,45,3061
34,31,3273
13,53,0
47,31,3455.8
18,61,3205
39,68,4991
38,56,4282.5
31,61,4173.5
35,44,3082.5
8,76,3013
25,70,3638.8
34,71,5692.84
15,10,0
47,77,6172.44
22,59,2909.4
19,67,3646
31,10,1671.42
15,86,4765
14,76,3325
13,9,0
22,79,4361
35,58,4228
47,64,6168.5
40,78,5884.68
13,7,0
11,35,0
39,58,4446
25,41,2861
20,34,0
31,37,3405
12,26,0
37,28,3273
28,58,3169.9
25,17,0
36,73,5884.68
36,75,5980.6
26,34,2271.3
9,58,1680
24,42,2861
31,84,6172.44
20,13,0
39,24,3185
28,78,4591
12,73,3065
31,85,6220.4
8,11,0
26,12,0
11,8,0
15,35,0
13,16,0
43,71,5692.84
16,28,0
19,72,4225
28,55,3541
47,19,3785.71
21,13,0
9,48,0
41,20,3500.26
30,21,1885.65
33,65,4500.5
27,85,4867
12,22,0
15,13,0
33,19,2299.96
13,10,0
44,49,4555
42,46,4282.5
39,49,3573
15,31,0
46,8,3100.63
19,55,2635.8
43,57,5679
46,36,3633.4
10,38,0
21,36,2142.75
23,22,1628.55
45,85,6460.2
41,69,6124
41,54,4664
34,14,2071.4
31,44,2864.5
20,41,1815.5
16,18,0
33,70,4773
34,66,4609.5
17,65,3394
19,54,2572.7
8,78,3117
15,45,1752.4
45,41,4173.5
38,24,3141
28,73,4361
32,81,6076.52
11,36,0
31,84,6172.44
42,61,5812.5
14,62,2220
38,17,2471.38
45,48,4555
